Word,Australia and New Zealand,Central Asia,Eastern Asia,Eastern Europe,Latin America and the Caribbean,Melanesia,Micronesia,Northern Africa,Northern America,Northern Europe,Polynesia,South-eastern Asia,Southern Asia,Southern Europe,Sub-Saharan Africa,Western Asia,Western Europe,global_freq
eager,94.0,90.0,77.0,118.0,820.0,79.0,102.0,117.0,81.0,139.0,134.0,128.0,129.0,179.0,923.0,287.0,107.0,3604.0
eagerly,11.0,31.0,17.0,35.0,103.0,10.0,16.0,16.0,9.0,29.0,29.0,41.0,41.0,30.0,187.0,56.0,13.0,674.0
eagle,23.0,167.0,123.0,7.0,29.0,1.0,2.0,4.0,4.0,24.0,0.0,11.0,15.0,70.0,64.0,27.0,6.0,577.0
ear,36.0,37.0,55.0,45.0,318.0,53.0,62.0,52.0,47.0,108.0,105.0,64.0,56.0,97.0,369.0,100.0,27.0,1631.0
early,63.0,33.0,46.0,51.0,327.0,30.0,32.0,36.0,60.0,69.0,49.0,36.0,51.0,96.0,301.0,127.0,83.0,1490.0
earn,8.0,9.0,17.0,9.0,52.0,15.0,17.0,17.0,4.0,23.0,18.0,14.0,21.0,26.0,101.0,21.0,2.0,374.0
earth,190.0,205.0,205.0,358.0,1692.0,229.0,93.0,151.0,122.0,681.0,136.0,401.0,274.0,415.0,2486.0,400.0,82.0,8120.0
earthy,15.0,11.0,8.0,34.0,88.0,1.0,1.0,11.0,4.0,43.0,2.0,13.0,17.0,25.0,102.0,37.0,4.0,416.0
easily,6.0,4.0,19.0,17.0,70.0,4.0,6.0,10.0,15.0,17.0,13.0,9.0,12.0,14.0,48.0,37.0,15.0,316.0
easy,27.0,11.0,25.0,43.0,173.0,17.0,19.0,24.0,22.0,26.0,26.0,36.0,31.0,36.0,235.0,54.0,21.0,826.0
ebb,8.0,2.0,10.0,7.0,68.0,15.0,48.0,4.0,6.0,18.0,40.0,13.0,11.0,15.0,65.0,15.0,2.0,347.0
echo,559.0,622.0,819.0,1421.0,5364.0,627.0,771.0,855.0,500.0,1741.0,1029.0,882.0,886.0,2032.0,5979.0,1820.0,817.0,26724.0
echoes,63.0,37.0,54.0,136.0,437.0,23.0,44.0,36.0,26.0,127.0,34.0,33.0,27.0,207.0,473.0,88.0,85.0,1930.0
eco,7.0,1.0,1.0,1.0,178.0,6.0,10.0,5.0,4.0,4.0,11.0,18.0,11.0,62.0,55.0,13.0,3.0,390.0
economic,14.0,0.0,3.0,4.0,167.0,6.0,13.0,5.0,9.0,1.0,10.0,7.0,6.0,5.0,79.0,30.0,4.0,363.0
ecosystem,86.0,0.0,4.0,11.0,520.0,24.0,67.0,3.0,71.0,20.0,67.0,48.0,50.0,10.0,214.0,24.0,9.0,1228.0
edge,150.0,133.0,165.0,313.0,1259.0,169.0,250.0,216.0,193.0,587.0,313.0,294.0,188.0,394.0,1382.0,430.0,130.0,6566.0
educate,37.0,4.0,10.0,21.0,364.0,43.0,73.0,14.0,12.0,25.0,62.0,39.0,52.0,16.0,271.0,54.0,8.0,1105.0
education,14.0,1.0,14.0,6.0,214.0,9.0,14.0,34.0,8.0,2.0,16.0,40.0,240.0,3.0,845.0,102.0,7.0,1569.0
educational,20.0,0.0,1.0,4.0,191.0,9.0,36.0,4.0,8.0,3.0,18.0,12.0,15.0,17.0,101.0,20.0,5.0,464.0
eerie,10.0,7.0,15.0,32.0,82.0,15.0,14.0,16.0,25.0,65.0,17.0,12.0,13.0,45.0,60.0,28.0,13.0,469.0
effect,13.0,1.0,3.0,2.0,79.0,5.0,15.0,8.0,24.0,4.0,11.0,12.0,14.0,2.0,97.0,25.0,6.0,321.0
effort,86.0,20.0,30.0,53.0,739.0,61.0,161.0,56.0,50.0,74.0,126.0,91.0,108.0,69.0,608.0,199.0,55.0,2586.0
effortlessly,8.0,3.0,16.0,10.0,68.0,4.0,16.0,8.0,11.0,17.0,5.0,7.0,15.0,17.0,35.0,15.0,21.0,276.0
eld,6.0,9.0,6.0,4.0,43.0,15.0,28.0,5.0,3.0,9.0,27.0,17.0,17.0,8.0,173.0,23.0,2.0,395.0
elder,119.0,207.0,162.0,168.0,1322.0,444.0,603.0,273.0,117.0,264.0,730.0,442.0,280.0,232.0,4127.0,533.0,15.0,10038.0
elderly,50.0,47.0,147.0,115.0,489.0,11.0,23.0,67.0,71.0,103.0,29.0,111.0,112.0,166.0,393.0,200.0,125.0,2259.0
electric,19.0,8.0,52.0,32.0,268.0,22.0,17.0,26.0,30.0,57.0,20.0,36.0,35.0,44.0,216.0,62.0,56.0,1000.0
elegant,8.0,4.0,16.0,24.0,54.0,1.0,1.0,8.0,16.0,24.0,5.0,5.0,9.0,28.0,20.0,28.0,73.0,324.0
element,31.0,19.0,48.0,41.0,172.0,39.0,35.0,11.0,20.0,97.0,44.0,35.0,42.0,77.0,211.0,46.0,25.0,993.0
elusive,10.0,9.0,11.0,18.0,69.0,3.0,9.0,14.0,8.0,31.0,12.0,19.0,17.0,16.0,45.0,28.0,18.0,337.0
em,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,83.0,0.0,677.0,0.0,0.0,0.0,774.0
emanate,13.0,7.0,7.0,20.0,48.0,13.0,7.0,8.0,5.0,44.0,7.0,16.0,8.0,26.0,61.0,20.0,8.0,318.0
emanating,7.0,13.0,8.0,23.0,65.0,10.0,22.0,8.0,6.0,38.0,20.0,15.0,9.0,21.0,61.0,19.0,6.0,351.0
embark,47.0,113.0,39.0,92.0,445.0,62.0,73.0,102.0,37.0,103.0,152.0,80.0,96.0,168.0,615.0,206.0,72.0,2502.0
ember,44.0,3.0,13.0,24.0,70.0,9.0,3.0,11.0,20.0,111.0,9.0,5.0,11.0,17.0,42.0,18.0,0.0,410.0
embodiment,10.0,3.0,8.0,11.0,55.0,8.0,9.0,8.0,8.0,20.0,14.0,2.0,9.0,19.0,68.0,23.0,4.0,279.0
embody,20.0,29.0,19.0,23.0,206.0,36.0,40.0,20.0,12.0,28.0,54.0,33.0,22.0,42.0,209.0,61.0,14.0,868.0
embolden,2.0,1.0,15.0,16.0,56.0,9.0,5.0,9.0,3.0,20.0,10.0,13.0,19.0,18.0,77.0,25.0,1.0,299.0
embrace,382.0,330.0,461.0,626.0,3374.0,372.0,455.0,373.0,343.0,877.0,847.0,524.0,544.0,848.0,3173.0,1026.0,411.0,14966.0
emerald,47.0,18.0,23.0,64.0,385.0,53.0,41.0,11.0,3.0,143.0,59.0,143.0,37.0,122.0,190.0,20.0,18.0,1377.0
emerge,149.0,121.0,202.0,314.0,1165.0,218.0,286.0,231.0,131.0,535.0,391.0,225.0,182.0,464.0,1351.0,360.0,144.0,6469.0
emotion,98.0,54.0,198.0,188.0,947.0,55.0,58.0,104.0,99.0,168.0,147.0,134.0,182.0,264.0,665.0,345.0,219.0,3925.0
emphasize,14.0,7.0,5.0,5.0,90.0,9.0,27.0,17.0,7.0,6.0,18.0,22.0,20.0,13.0,138.0,31.0,10.0,439.0
empower,7.0,12.0,9.0,12.0,139.0,5.0,14.0,24.0,8.0,10.0,19.0,19.0,49.0,18.0,321.0,43.0,9.0,718.0
en,3.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,2108.0,0.0,0.0,0.0,1378.0,0.0,143.0,2579.0,6272.0
enchant,22.0,32.0,54.0,116.0,238.0,23.0,24.0,26.0,22.0,163.0,47.0,88.0,66.0,128.0,224.0,76.0,56.0,1405.0
enchanted,7.0,5.0,10.0,61.0,60.0,4.0,2.0,3.0,8.0,67.0,8.0,17.0,7.0,42.0,29.0,16.0,8.0,354.0
enchanting,25.0,39.0,29.0,70.0,184.0,23.0,39.0,18.0,22.0,142.0,68.0,56.0,64.0,115.0,170.0,54.0,82.0,1200.0
encounter,88.0,230.0,152.0,194.0,879.0,114.0,147.0,189.0,65.0,260.0,236.0,196.0,186.0,232.0,1153.0,322.0,119.0,4762.0
encourage,57.0,72.0,95.0,107.0,535.0,45.0,73.0,73.0,31.0,81.0,103.0,113.0,155.0,102.0,730.0,217.0,64.0,2653.0
encouragement,28.0,17.0,46.0,41.0,261.0,23.0,24.0,26.0,28.0,29.0,36.0,46.0,54.0,42.0,303.0,91.0,31.0,1126.0
encroach,18.0,3.0,7.0,34.0,119.0,14.0,20.0,10.0,9.0,42.0,27.0,26.0,21.0,15.0,121.0,51.0,5.0,542.0
end,68.0,54.0,124.0,141.0,696.0,46.0,77.0,91.0,75.0,207.0,98.0,155.0,170.0,149.0,592.0,214.0,121.0,3078.0
endless,41.0,75.0,44.0,31.0,190.0,17.0,52.0,85.0,45.0,50.0,101.0,34.0,50.0,29.0,265.0,148.0,17.0,1274.0
endlessly,8.0,59.0,29.0,21.0,78.0,6.0,17.0,56.0,12.0,19.0,23.0,18.0,15.0,24.0,140.0,78.0,3.0,606.0
endure,69.0,98.0,100.0,184.0,592.0,80.0,119.0,119.0,67.0,195.0,159.0,139.0,125.0,215.0,679.0,456.0,95.0,3491.0
energy,214.0,183.0,310.0,415.0,2013.0,294.0,307.0,235.0,197.0,775.0,460.0,320.0,203.0,524.0,1970.0,420.0,181.0,9021.0
engage,20.0,10.0,16.0,9.0,180.0,11.0,28.0,17.0,13.0,11.0,13.0,23.0,30.0,20.0,181.0,65.0,32.0,679.0
engulf,19.0,13.0,25.0,31.0,79.0,8.0,30.0,24.0,5.0,41.0,39.0,12.0,31.0,31.0,95.0,55.0,7.0,545.0
enjoy,14.0,4.0,16.0,23.0,133.0,2.0,6.0,6.0,21.0,8.0,10.0,23.0,15.0,20.0,38.0,20.0,23.0,382.0
enrich,2.0,27.0,9.0,18.0,76.0,3.0,3.0,18.0,4.0,12.0,18.0,24.0,14.0,22.0,121.0,43.0,12.0,426.0
ensure,95.0,83.0,82.0,144.0,878.0,132.0,194.0,126.0,70.0,200.0,248.0,194.0,136.0,221.0,1027.0,312.0,84.0,4226.0
enter,67.0,50.0,124.0,132.0,432.0,50.0,64.0,75.0,56.0,170.0,66.0,87.0,112.0,166.0,385.0,157.0,100.0,2293.0
enthusiasm,74.0,21.0,40.0,39.0,477.0,21.0,54.0,34.0,58.0,41.0,57.0,61.0,88.0,79.0,389.0,136.0,64.0,1733.0
entire,30.0,17.0,21.0,32.0,229.0,15.0,18.0,16.0,36.0,26.0,32.0,32.0,35.0,41.0,203.0,38.0,19.0,840.0
entity,13.0,22.0,14.0,44.0,238.0,31.0,72.0,22.0,22.0,59.0,101.0,35.0,14.0,60.0,193.0,52.0,7.0,999.0
entrance,50.0,59.0,68.0,102.0,451.0,55.0,70.0,131.0,56.0,166.0,100.0,85.0,89.0,243.0,434.0,183.0,88.0,2430.0
entry,18.0,1.0,12.0,26.0,81.0,1.0,1.0,6.0,36.0,23.0,6.0,4.0,8.0,40.0,19.0,24.0,46.0,352.0
entwine,14.0,14.0,30.0,55.0,170.0,9.0,12.0,17.0,14.0,76.0,20.0,29.0,31.0,63.0,135.0,68.0,18.0,775.0
envelop,182.0,153.0,261.0,414.0,1529.0,222.0,231.0,184.0,169.0,660.0,305.0,291.0,227.0,509.0,1406.0,403.0,184.0,7330.0
environment,74.0,14.0,25.0,10.0,484.0,40.0,120.0,15.0,54.0,24.0,113.0,74.0,60.0,18.0,363.0,65.0,14.0,1567.0
environmental,73.0,5.0,21.0,7.0,645.0,26.0,101.0,4.0,69.0,16.0,45.0,74.0,46.0,25.0,341.0,82.0,11.0,1591.0
envision,48.0,37.0,62.0,63.0,482.0,26.0,62.0,75.0,57.0,50.0,65.0,73.0,89.0,78.0,531.0,237.0,48.0,2083.0
epilogue,131.0,78.0,135.0,140.0,991.0,97.0,129.0,167.0,114.0,162.0,203.0,151.0,183.0,233.0,957.0,332.0,126.0,4329.0
er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,1516.0
era,9.0,14.0,29.0,123.0,93.0,2.0,8.0,28.0,25.0,28.0,13.0,19.0,17.0,1066.0,79.0,44.0,27.0,1624.0
erase,1.0,4.0,7.0,5.0,69.0,2.0,7.0,21.0,5.0,8.0,5.0,8.0,7.0,12.0,74.0,38.0,6.0,279.0
erupt,82.0,38.0,134.0,115.0,891.0,72.0,105.0,137.0,76.0,127.0,139.0,130.0,136.0,146.0,967.0,298.0,82.0,3675.0
es,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,110.0,17.0,0.0,577.0,721.0
escalate,2.0,0.0,30.0,22.0,128.0,4.0,5.0,36.0,13.0,3.0,7.0,6.0,33.0,12.0,105.0,102.0,12.0,520.0
escape,50.0,9.0,148.0,68.0,320.0,12.0,5.0,32.0,56.0,57.0,21.0,28.0,76.0,100.0,148.0,102.0,109.0,1341.0
especially,9.0,4.0,13.0,23.0,114.0,9.0,9.0,9.0,14.0,34.0,15.0,25.0,34.0,18.0,107.0,32.0,20.0,489.0
esperanza,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,0.0,325.0
essence,138.0,134.0,268.0,242.0,1352.0,89.0,112.0,168.0,98.0,315.0,231.0,250.0,257.0,427.0,1180.0,437.0,231.0,5929.0
essential,24.0,50.0,10.0,28.0,255.0,19.0,21.0,41.0,8.0,35.0,27.0,34.0,41.0,80.0,237.0,84.0,22.0,1016.0
establish,9.0,8.0,8.0,17.0,175.0,22.0,22.0,24.0,14.0,13.0,30.0,20.0,51.0,19.0,219.0,55.0,17.0,723.0
estate,3.0,0.0,2.0,16.0,55.0,0.0,0.0,4.0,2.0,54.0,0.0,1.0,34.0,14.0,17.0,17.0,76.0,295.0
etch,62.0,74.0,107.0,125.0,618.0,72.0,120.0,162.0,86.0,170.0,165.0,111.0,126.0,201.0,744.0,334.0,73.0,3350.0
eternal,18.0,30.0,71.0,78.0,147.0,25.0,54.0,54.0,13.0,60.0,68.0,45.0,49.0,81.0,184.0,96.0,14.0,1087.0
eternity,10.0,27.0,25.0,38.0,118.0,18.0,32.0,23.0,16.0,43.0,62.0,23.0,31.0,44.0,138.0,64.0,11.0,723.0
ethereal,58.0,65.0,106.0,186.0,416.0,89.0,80.0,59.0,66.0,362.0,128.0,118.0,74.0,267.0,498.0,130.0,72.0,2774.0
eve,36.0,10.0,18.0,28.0,85.0,14.0,11.0,12.0,15.0,29.0,34.0,27.0,17.0,24.0,111.0,27.0,16.0,514.0
evening,408.0,394.0,585.0,780.0,3693.0,329.0,480.0,655.0,431.0,790.0,748.0,712.0,844.0,946.0,4178.0,1639.0,557.0,18169.0
event,118.0,37.0,90.0,111.0,796.0,35.0,93.0,76.0,119.0,93.0,76.0,120.0,112.0,129.0,593.0,264.0,155.0,3017.0
eventually,11.0,13.0,29.0,25.0,118.0,14.0,13.0,13.0,12.0,31.0,16.0,31.0,31.0,37.0,140.0,47.0,18.0,599.0
everyday,8.0,2.0,21.0,16.0,95.0,6.0,7.0,12.0,6.0,22.0,9.0,17.0,12.0,14.0,72.0,24.0,6.0,349.0
evident,14.0,10.0,15.0,17.0,111.0,11.0,22.0,21.0,21.0,10.0,19.0,30.0,23.0,25.0,111.0,36.0,19.0,515.0
evolve,6.0,6.0,27.0,14.0,118.0,5.0,14.0,14.0,13.0,8.0,20.0,22.0,29.0,17.0,119.0,58.0,36.0,526.0
exactly,27.0,2.0,13.0,13.0,94.0,3.0,4.0,10.0,17.0,11.0,7.0,7.0,4.0,17.0,36.0,25.0,8.0,298.0
examine,23.0,22.0,13.0,34.0,203.0,18.0,42.0,37.0,47.0,46.0,44.0,30.0,19.0,81.0,145.0,100.0,75.0,979.0
exchange,43.0,58.0,75.0,119.0,448.0,58.0,54.0,93.0,58.0,105.0,83.0,114.0,96.0,129.0,617.0,224.0,87.0,2461.0
excited,23.0,4.0,16.0,14.0,102.0,13.0,16.0,8.0,12.0,18.0,13.0,33.0,23.0,21.0,88.0,25.0,13.0,442.0
excitement,328.0,309.0,333.0,482.0,3049.0,291.0,439.0,360.0,381.0,603.0,661.0,596.0,523.0,704.0,3054.0,955.0,447.0,13515.0
exclaim,83.0,86.0,91.0,117.0,850.0,83.0,135.0,89.0,95.0,141.0,180.0,165.0,137.0,211.0,802.0,268.0,97.0,3630.0
exhibit,20.0,1.0,22.0,21.0,92.0,2.0,4.0,7.0,25.0,5.0,0.0,22.0,5.0,29.0,35.0,42.0,41.0,373.0
exhibition,54.0,29.0,181.0,109.0,643.0,1.0,2.0,99.0,42.0,49.0,18.0,100.0,174.0,148.0,427.0,353.0,289.0,2718.0
exhilarate,17.0,17.0,20.0,22.0,136.0,30.0,24.0,17.0,23.0,36.0,64.0,19.0,26.0,33.0,157.0,39.0,22.0,702.0
exhilaration,14.0,10.0,43.0,31.0,177.0,28.0,29.0,35.0,23.0,46.0,49.0,29.0,39.0,50.0,154.0,48.0,30.0,835.0
exist,22.0,20.0,26.0,64.0,133.0,16.0,28.0,34.0,17.0,78.0,23.0,49.0,52.0,69.0,137.0,89.0,24.0,881.0
existence,18.0,16.0,36.0,35.0,139.0,19.0,37.0,27.0,17.0,46.0,43.0,27.0,43.0,50.0,175.0,63.0,19.0,810.0
expand,10.0,10.0,13.0,20.0,98.0,6.0,8.0,20.0,9.0,19.0,15.0,26.0,22.0,14.0,155.0,56.0,11.0,512.0
expanse,38.0,99.0,38.0,39.0,161.0,27.0,89.0,148.0,82.0,67.0,137.0,15.0,50.0,35.0,358.0,170.0,10.0,1563.0
expect,25.0,12.0,33.0,38.0,164.0,11.0,17.0,17.0,43.0,66.0,28.0,29.0,40.0,46.0,141.0,54.0,32.0,796.0
expectation,21.0,20.0,51.0,48.0,176.0,12.0,14.0,53.0,20.0,27.0,35.0,42.0,88.0,49.0,257.0,113.0,62.0,1088.0
expedition,8.0,7.0,2.0,7.0,103.0,5.0,9.0,15.0,47.0,15.0,27.0,6.0,14.0,22.0,50.0,42.0,24.0,403.0
experience,213.0,200.0,243.0,314.0,1785.0,126.0,190.0,238.0,205.0,321.0,330.0,340.0,316.0,392.0,1685.0,597.0,245.0,7740.0
explain,68.0,42.0,78.0,108.0,467.0,58.0,61.0,40.0,44.0,159.0,131.0,115.0,73.0,132.0,446.0,130.0,74.0,2226.0
exploit,6.0,8.0,11.0,33.0,212.0,34.0,27.0,20.0,32.0,51.0,33.0,34.0,22.0,34.0,210.0,28.0,15.0,810.0
exploration,32.0,37.0,15.0,57.0,328.0,18.0,30.0,38.0,40.0,46.0,121.0,47.0,41.0,78.0,259.0,85.0,53.0,1325.0
explore,341.0,352.0,251.0,472.0,2788.0,234.0,381.0,315.0,351.0,636.0,690.0,447.0,454.0,778.0,2156.0,822.0,445.0,11913.0
explorer,10.0,10.0,1.0,9.0,75.0,3.0,11.0,11.0,20.0,11.0,35.0,6.0,10.0,18.0,103.0,22.0,47.0,402.0
express,17.0,9.0,64.0,30.0,231.0,15.0,13.0,27.0,27.0,22.0,38.0,53.0,65.0,35.0,259.0,88.0,38.0,1031.0
expression,84.0,63.0,197.0,212.0,940.0,86.0,119.0,125.0,102.0,284.0,159.0,170.0,160.0,247.0,791.0,326.0,208.0,4273.0
extend,27.0,15.0,18.0,36.0,165.0,8.0,19.0,22.0,19.0,64.0,28.0,23.0,31.0,36.0,117.0,54.0,40.0,722.0
extinguish,9.0,4.0,29.0,19.0,58.0,6.0,2.0,31.0,6.0,33.0,6.0,3.0,28.0,27.0,48.0,52.0,7.0,368.0
extraordinary,15.0,12.0,11.0,45.0,138.0,14.0,19.0,18.0,15.0,35.0,29.0,28.0,38.0,50.0,100.0,57.0,34.0,658.0
eye,817.0,1008.0,1447.0,1965.0,8565.0,942.0,1255.0,1374.0,818.0,2529.0,1864.0,1787.0,1655.0,2561.0,9209.0,3110.0,1181.0,42087.0
eyebrow,7.0,5.0,6.0,5.0,75.0,2.0,11.0,9.0,17.0,20.0,10.0,11.0,5.0,29.0,46.0,25.0,18.0,301.0
eyed,7.0,9.0,7.0,11.0,62.0,5.0,13.0,13.0,10.0,19.0,15.0,18.0,12.0,19.0,91.0,27.0,6.0,344.0
fabric,78.0,183.0,130.0,195.0,1006.0,97.0,133.0,192.0,76.0,289.0,217.0,179.0,267.0,263.0,1767.0,488.0,121.0,5681.0
face,497.0,486.0,806.0,957.0,4856.0,563.0,744.0,884.0,534.0,1021.0,1023.0,849.0,969.0,1187.0,5677.0,1952.0,499.0,23504.0
fade,137.0,176.0,312.0,496.0,1674.0,160.0,213.0,199.0,216.0,712.0,281.0,311.0,269.0,585.0,1384.0,593.0,266.0,7984.0
fail,17.0,15.0,22.0,28.0,107.0,15.0,8.0,27.0,14.0,27.0,26.0,27.0,33.0,30.0,218.0,26.0,7.0,647.0
failure,9.0,11.0,20.0,14.0,41.0,3.0,2.0,15.0,5.0,26.0,7.0,11.0,10.0,26.0,80.0,8.0,5.0,293.0
faint,30.0,34.0,55.0,105.0,257.0,32.0,46.0,49.0,41.0,174.0,48.0,67.0,48.0,114.0,271.0,114.0,48.0,1533.0
fairy,4.0,2.0,5.0,93.0,49.0,2.0,0.0,0.0,9.0,147.0,0.0,6.0,20.0,24.0,13.0,6.0,19.0,399.0
faith,13.0,9.0,11.0,23.0,67.0,9.0,5.0,17.0,12.0,17.0,22.0,12.0,27.0,21.0,120.0,34.0,14.0,433.0
fall,112.0,107.0,228.0,271.0,1078.0,132.0,154.0,187.0,155.0,354.0,198.0,213.0,256.0,377.0,1250.0,392.0,183.0,5647.0
falter,11.0,4.0,13.0,13.0,94.0,5.0,6.0,16.0,3.0,19.0,12.0,11.0,12.0,29.0,76.0,14.0,6.0,344.0
familiar,181.0,121.0,219.0,304.0,1350.0,98.0,159.0,129.0,202.0,363.0,280.0,204.0,179.0,349.0,1020.0,405.0,165.0,5728.0
family,531.0,391.0,702.0,695.0,4205.0,193.0,496.0,643.0,394.0,643.0,629.0,843.0,1003.0,787.0,3399.0,2510.0,720.0,18784.0
famous,25.0,2.0,19.0,26.0,144.0,3.0,1.0,9.0,14.0,18.0,7.0,31.0,25.0,28.0,61.0,26.0,36.0,475.0
far,119.0,162.0,158.0,202.0,1087.0,81.0,133.0,209.0,125.0,238.0,212.0,188.0,201.0,251.0,1296.0,437.0,129.0,5228.0
farewell,22.0,30.0,36.0,48.0,183.0,13.0,24.0,37.0,18.0,42.0,75.0,30.0,55.0,57.0,207.0,51.0,35.0,963.0
farm,77.0,4.0,11.0,52.0,145.0,2.0,1.0,8.0,37.0,22.0,2.0,14.0,15.0,33.0,181.0,69.0,13.0,686.0
farmer,52.0,20.0,13.0,49.0,193.0,8.0,7.0,44.0,40.0,22.0,0.0,61.0,101.0,44.0,398.0,144.0,6.0,1202.0
farming,24.0,5.0,1.0,12.0,94.0,11.0,13.0,8.0,7.0,7.0,18.0,36.0,47.0,9.0,309.0,55.0,5.0,661.0
fascinate,15.0,16.0,22.0,26.0,115.0,10.0,18.0,9.0,16.0,31.0,18.0,34.0,19.0,35.0,112.0,40.0,39.0,575.0
fascination,4.0,7.0,11.0,23.0,54.0,5.0,11.0,8.0,13.0,32.0,11.0,13.0,11.0,16.0,51.0,24.0,14.0,308.0
fashion,1.0,1.0,10.0,8.0,27.0,4.0,4.0,2.0,2.0,0.0,8.0,30.0,51.0,2.0,177.0,14.0,45.0,386.0
fast,12.0,4.0,16.0,14.0,83.0,2.0,12.0,3.0,31.0,28.0,12.0,24.0,14.0,11.0,86.0,26.0,25.0,403.0
fate,21.0,17.0,67.0,60.0,136.0,11.0,23.0,65.0,32.0,91.0,27.0,32.0,89.0,182.0,189.0,104.0,63.0,1209.0
fateful,31.0,56.0,102.0,91.0,448.0,50.0,84.0,109.0,47.0,125.0,161.0,104.0,119.0,169.0,573.0,219.0,46.0,2534.0
father,165.0,266.0,186.0,172.0,1211.0,153.0,159.0,373.0,136.0,186.0,278.0,231.0,510.0,241.0,1865.0,1046.0,83.0,7261.0
fauna,35.0,6.0,0.0,6.0,120.0,4.0,8.0,1.0,6.0,9.0,12.0,22.0,12.0,18.0,83.0,9.0,5.0,356.0
favorite,20.0,35.0,50.0,51.0,216.0,11.0,25.0,17.0,39.0,34.0,36.0,49.0,57.0,45.0,195.0,91.0,25.0,996.0
fear,231.0,324.0,745.0,732.0,2383.0,309.0,380.0,571.0,219.0,868.0,586.0,559.0,666.0,775.0,3032.0,1154.0,223.0,13757.0
feast,30.0,8.0,8.0,13.0,84.0,42.0,33.0,10.0,6.0,20.0,66.0,23.0,15.0,17.0,109.0,50.0,5.0,539.0
feather,20.0,22.0,41.0,37.0,248.0,54.0,30.0,13.0,5.0,91.0,29.0,68.0,38.0,38.0,150.0,33.0,2.0,919.0
feature,22.0,11.0,36.0,39.0,184.0,8.0,20.0,22.0,36.0,51.0,20.0,41.0,33.0,39.0,148.0,58.0,54.0,822.0
feed,9.0,3.0,13.0,16.0,75.0,8.0,11.0,4.0,7.0,16.0,4.0,12.0,11.0,8.0,91.0,18.0,5.0,311.0
feel,2119.0,1467.0,2704.0,3408.0,17345.0,1881.0,2456.0,2038.0,2124.0,4845.0,3522.0,2735.0,2647.0,4123.0,15022.0,5188.0,2328.0,75952.0
feeling,92.0,28.0,116.0,99.0,567.0,37.0,50.0,50.0,112.0,102.0,73.0,70.0,78.0,151.0,317.0,144.0,114.0,2200.0
fellow,22.0,19.0,75.0,45.0,253.0,13.0,17.0,39.0,31.0,30.0,33.0,38.0,61.0,71.0,214.0,83.0,36.0,1080.0
ferry,30.0,0.0,24.0,2.0,105.0,0.0,1.0,1.0,31.0,51.0,7.0,1.0,1.0,14.0,22.0,6.0,0.0,296.0
fervor,5.0,4.0,20.0,11.0,79.0,4.0,4.0,17.0,5.0,14.0,13.0,13.0,14.0,21.0,87.0,23.0,15.0,349.0
festival,398.0,266.0,561.0,607.0,4106.0,352.0,497.0,352.0,429.0,417.0,657.0,898.0,617.0,694.0,4027.0,1280.0,356.0,16514.0
festivity,58.0,31.0,48.0,64.0,411.0,45.0,53.0,32.0,34.0,42.0,66.0,70.0,61.0,76.0,377.0,106.0,21.0,1595.0
field,53.0,100.0,64.0,302.0,439.0,10.0,12.0,47.0,74.0,129.0,19.0,364.0,390.0,132.0,922.0,190.0,37.0,3284.0
fierce,52.0,89.0,84.0,81.0,462.0,75.0,110.0,136.0,62.0,158.0,172.0,76.0,99.0,169.0,620.0,195.0,22.0,2662.0
fiercely,5.0,9.0,14.0,21.0,76.0,10.0,12.0,23.0,6.0,20.0,25.0,17.0,23.0,26.0,101.0,39.0,9.0,436.0
fiery,30.0,13.0,10.0,60.0,181.0,25.0,18.0,32.0,20.0,111.0,26.0,11.0,27.0,48.0,133.0,50.0,25.0,820.0
fight,115.0,43.0,278.0,191.0,1564.0,154.0,152.0,352.0,140.0,153.0,203.0,202.0,215.0,299.0,1090.0,417.0,75.0,5643.0
figure,190.0,135.0,222.0,417.0,1257.0,222.0,240.0,275.0,157.0,748.0,315.0,235.0,208.0,585.0,1431.0,413.0,286.0,7336.0
fill,712.0,724.0,959.0,1360.0,6701.0,598.0,829.0,892.0,711.0,1572.0,1236.0,1226.0,1174.0,1724.0,6401.0,2334.0,829.0,29982.0
filter,37.0,9.0,41.0,118.0,253.0,30.0,12.0,3.0,20.0,153.0,21.0,91.0,28.0,116.0,223.0,72.0,36.0,1263.0
final,73.0,68.0,148.0,153.0,556.0,77.0,81.0,84.0,76.0,268.0,118.0,84.0,95.0,270.0,533.0,160.0,116.0,2960.0
finally,131.0,167.0,193.0,231.0,1189.0,134.0,177.0,198.0,163.0,292.0,270.0,210.0,240.0,331.0,1249.0,372.0,175.0,5722.0
find,936.0,800.0,1259.0,1591.0,7508.0,586.0,826.0,1199.0,1123.0,2023.0,1335.0,1190.0,1399.0,2288.0,6891.0,3156.0,1424.0,35534.0
